Spanish,English
quedaban 1885,1885 were
busques 1884,look 1884
dieciocho 1884,eighteen 1884
deciros 1884,say 1884
sexta 1884,sixth 1884
apártense 1883,Depart 1883
diligencia 1883,stagecoach 1883
creíble 1883,credible 1883
bronce 1883,1883 bronze
madeline 1883,madeline 1883
sugar 1883,1883 sugar
confirmó 1883,1883 confirmed
katrina 1883,katrina 1883
gravemente 1882,severely 1882
editorial 1882,Publisher 1882
crié 1882,I brought up 1882
r. 1882,r. 1882
registrada 1881,1881 registered
humphrey 1881,humphrey 1881
recurrir 1881,1881 resort
conducido 1881,led 1881
metan 1881,metan 1881
mentirosos 1880,liars 1880
harley 1880,harley 1880
disfrazado 1880,disguised 1880
suelten 1880,loose 1880
travieso 1879,naughty 1879
trapo 1879,rag 1879
acostó 1878,He climbed 1878
cortés 1877,courtly 1877
habremos 1877,1877 we will
maricas 1876,maricas 1876
levantas 1876,lift 1876
cafés 1876,cafes 1876
dalton 1875,1875 dalton
barbilla 1875,chin 1875
dire 1875,Dire 1875
diplomático 1875,diplomat 1875
define 1875,defines 1875
empeorando 1875,worse 1875
cancela 1874,1874 canceled
agonía 1874,agony 1874
ahorrado 1874,saved 1874
caitlin 1874,caitlin 1874
patrullas 1874,patrols 1874
motos 1873,1873 bikes
escondí 1873,I hid 1873
responden 1872,1872 respond
hiciese 1872,would make 1872
ternera 1872,veal 1872
contactado 1872,contacted 1872
mantenía 1871,He maintained 1871
trajera 1871,1871 brought
fritz 1870,fritz 1870
golpearme 1870,hit 1870
pálida 1870,pale 1870
huérfano 1870,orphan 1870
compraron 1870,bought 1870
enfrentarme 1870,1870 face
strike 1870,1870 strike
peli 1870,1870 movie
disparas 1870,shoot 1870
klingon 1869,Klingons 1869
bridge 1869,1869 bridge
crueles 1869,cruel 1869
comporta 1868,behaves 1868
consultar 1868,consult 1868
prototipo 1867,1867 prototype
bromea 1867,jokes 1867
conectada 1867,1867 connected
peón 1866,pawn 1866
yuri 1866,yuri 1866
acampar 1866,camping 1866
exigente 1866,demanding 1866
cuadrados 1866,1866 square
chupa 1866,chupa 1866
ábrela 1866,Open it 1866
justificar 1865,justify 1865
alegres 1865,1865 cheerful
acabaría 1865,end 1865
madrastra 1864,stepmother 1864
judías 1863,1863 beans
autoestima 1863,esteem 1863
destruirá 1863,destroy 1863
asustas 1862,1862 scare
colby 1862,colby 1862
secuestraron 1862,They kidnapped 1862
lang 1862,lang 1862
ganaré 1862,I'll win 1862
psicológico 1862,psychological 1862
cumplí 1862,1862 turned
beethoven 1862,beethoven 1862
preparatoria 1862,preparatory 1862
acercamos 1861,1861 approach
programación 1861,1861 programming
ayudaremos 1861,1861 help
representantes 1861,representatives 1861
zeus 1861,zeus 1861
árbitro 1861,ref 1861
interferencia 1860,interference 1860
note 1860,note 1860
betsy 1860,betsy 1860
recetas 1860,1860 recipes
radiante 1860,radiant 1860
andrés 1859,andrés 1859
creek 1859,1859 creek
terminarlo 1858,1858 finish
idiomas 1858,1858 languages
halla 1857,1857 finds
bennet 1857,bennet 1857
decepcionada 1857,1857 disappointed
frescos 1857,fresh 1857
considere 1857,considers 1857
relacionada 1857,related 1857
altitud 1856,altitude 1856
romperé 1856,I will break 1856
sacará 1856,It will remove 1856
ponerlos 1856,put 1856
fiar 1856,Dependable 1856
erupción 1856,1856 eruption
bailo 1856,bailo 1856
pony 1856,pony 1856
puntual 1856,spot 1856
sumo 1855,sumo 1855
brujería 1855,witchcraft 1855
vestirse 1855,dress 1855
excita 1855,1855 excites
impecable 1855,impeccable 1855
actuales 1855,current 1855
merlín 1855,merlín 1855
sirves 1854,serve 1854
casillero 1854,box 1854
presiento 1854,I sense 1854
bocadillos 1853,snacks 1853
aurora 1853,1853 aurora
take 1853,Take 1853
voyager 1853,voyager 1853
pasatiempo 1853,hobby 1853
opino 1852,I think 1852
masajes 1852,massages 1852
discusiones 1852,1852 discussions
levántese 1852,Stand 1852
echaba 1852,missed 1852
absurda 1852,1852 absurd
estéis 1851,1851 ye may
póngame 1851,Get me 1851
rastreador 1850,tracker 1850
soñaba 1850,1850 dream
gen 1850,gene 1850
juegue 1850,play 1850
sanguínea 1850,blood 1850
robamos 1850,robamos 1850
realeza 1850,1850 royalty
muestro 1850,1850 show
hawkins 1850,hawkins 1850
agotador 1849,exhausting 1849
circuitos 1849,1849 circuits
pedirles 1849,ask 1849
sorprendentemente 1848,surprisingly 1848
buscabas 1848,looking 1848
mexicanos 1848,Mexican 1848
circular 1848,Circular 1848
pesas 1847,1847 weights
destruidos 1847,1847 destroyed
acompañado 1847,accompanied 1847
fríos 1847,1847 cold
pasarás 1846,you'll spend 1846
pizarra 1846,1846 slate
confusa 1846,confused 1846
levantada 1846,lifted 1846
recibirás 1846,1846 will receive
vitaminas 1846,vitamins 1846
beta 1845,1845 beta
asociado 1845,1845 associate
apple 1845,1845 apple
arrepentirás 1845,1845 will regret
panza 1844,paunch 1844
chistoso 1844,humorous 1844
estrecha 1844,1844 close
chupar 1844,sucking 1844
neutral 1843,neutral 1843
volverías 1843,1843 return
gritas 1843,scream 1843
ingenua 1843,naive 1843
extinción 1843,extinction 1843
completado 1843,completed 1843
pedidos 1843,order 1843
buscarlos 1843,1843 look
prepararte 1842,prepare 1842
repartir 1842,distribute 1842
escotilla 1842,hatch 1842
haria 1842,Haria 1842
bocadillo 1842,sandwich 1842
viviremos 1842,live 1842
creímos 1842,we believed 1842
debra 1842,debra 1842
vieran 1842,1842 saw
trineo 1842,sledge 1842
foco 1841,focus 1841
diseños 1841,1841 designs
considerable 1841,substantial 1841
placeres 1841,1841 pleasures
comunitario 1841,1841 Community
circunstancia 1840,circumstance 1840
encendedor 1840,lighter 1840
esconden 1840,hide 1840
k. 1840,k. 1840
recuperarse 1840,recover 1840
buscaban 1840,1840 sought
permitirnos 1839,allowing 1839
temblar 1839,tremble 1839
turcos 1838,Turkish 1838
nochebuena 1838,nochebuena 1838
malik 1838,malik 1838
catedral 1838,1838 cathedral
grosera 1838,rude 1838
atrasado 1838,late 1838
peluquería 1838,hairdresser 1838
concha 1837,1837 shell
contestas 1837,1837 answer
sobrevivirá 1837,will survive 1837
ibamos 1837,1837 we were going
higiénico 1837,toilet 1837
fibras 1837,fibers 1837
maratón 1837,marathon 1837
duran 1837,last 1837
frescas 1837,fresh 1837
juana 1836,joan 1836
armando 1836,Armando 1836
madeleine 1836,madeleine 1836
pauline 1835,pauline 1835
respondo 1835,1835 answer
consultorio 1834,office 1834
relámpago 1834,lightning 1834
norteamericanos 1834,US 1834
esponja 1834,sponge 1834
naranjas 1834,orange 1834
oswald 1834,oswald 1834
charlas 1834,1834 talks
públicamente 1833,1833 publicly
ganaba 1833,He won 1833
samurai 1833,samurai 1833
scarlett 1833,scarlett 1833
intensidad 1833,intensity 1833
profundos 1832,deep 1832
mudanza 1832,moving 1832
continuemos 1832,1832 continue
sangrar 1832,1832 bleeding
encuentros 1832,encounters 1832
preocupar 1831,worry 1831
dieran 1831,give 1831
obsesionada 1831,obsessed 1831
juré 1830,I swore 1830
alcanzó 1830,He reached 1830
tinto 1830,red 1830
compartirlo 1830,1830 share
entraremos 1830,1830 enter
abel 1830,abel 1830
pilar 1829,pilar 1829
honra 1829,1829 honors
de- 1829,de- 1829
castigada 1829,1829 punished
viola 1829,viola 1829
construida 1829,built 1829
expansión 1829,1829 expansion
reposo 1828,rest 1828
créanme 1828,trust me 1828
revolucionario 1828,revolutionary 1828
controlando 1828,controlling 1828
estima 1828,estimated 1828
relajarme 1828,relax 1828
codicia 1827,greed 1827
investiga 1827,investigates 1827
invitaron 1827,1827 invited
mudarte 1827,1827 move in
light 1826,1826 light
adecuadamente 1826,properly 1826
logros 1825,1825 achievements
rechaza 1825,rejects 1825
illinois 1825,1825 illinois
higgins 1825,higgins 1825
convicto 1825,1825 convicted
paulie 1824,paulie 1824
compromisos 1824,1824 commitments
maine 1824,maine 1824
proponer 1824,propose 1824
bong 1824,bong 1824
decencia 1823,decency 1823
abandonaste 1823,1823 abandoned
rompes 1823,1823 break
trabajaste 1823,1823 worked
osito 1823,teddy 1823
juicios 1823,1823 trials
reventar 1823,1823 bust
calificaciones 1823,1823 ratings
sawyer 1822,sawyer 1822
explicó 1822,1822 explained
bunny 1822,1822 bunny
mudarnos 1821,1821 move
praga 1821,Prague 1821
originalmente 1821,originally 1821
acuérdate 1821,Remember 1821
butch 1820,butch 1820
vivíamos 1819,we lived 1819
cuidará 1819,will guard 1819
greta 1819,greta 1819
julius 1819,julius 1819
fragmento 1817,fragment 1817
gretchen 1817,gretchen 1817
besaste 1817,1817 kiss
hacerlas 1817,make 1817
conmovedor 1817,moving 1817
sobreviviente 1816,survivor 1816
soviéticos 1816,Soviet 1816
anota 1816,1816 scores
creyera 1816,believe 1816
florrick 1816,Florrick 1816
quentin 1815,quentin 1815
barcelona 1815,barcelona 1815
aprendizaje 1815,learning 1815
duérmete 1814,1814 go to sleep
chocó 1813,1813 crashed
guapos 1813,handsome 1813
pinzas 1812,tweezers 1812
histérica 1812,hysterical 1812
descubren 1812,discover 1812
addison 1812,addison 1812
sebastián 1812,sebastián 1812
chet 1811,chet 1811
alférez 1811,alférez 1811
carnada 1811,1811 bait
pegarme 1811,hit me 1811
emperatriz 1811,Empress 1811
manténgase 1810,stay 1810
bárbaro 1810,barbarian 1810
recogí 1810,I picked 1810
ocultos 1810,hidden 1810
renee 1810,renee 1810
culturas 1810,cultures 1810
atraído 1809,attracted 1809
rush 1809,Rush 1809
conscientes 1809,aware 1809
esfera 1809,sphere 1809
reuniremos 1809,1809 meet
encantados 1808,1808 delighted
comienzas 1808,1808 start
reparaciones 1808,1808 repairs
decenas 1808,tens 1808
míreme 1808,Watch Me 1808
abiertamente 1808,openly 1808
hardy 1808,1808 hardy
educada 1807,educated 1807
lyle 1807,lyle 1807
masculina 1807,male 1807
defensiva 1807,defensive 1807
profundidades 1807,1807 depths
anestesia 1807,anesthesia 1807
alcaide 1806,alcaide 1806
mississippi 1806,mississippi 1806
arsenal 1806,arsenal 1806
marcial 1806,1806 martial
dude 1806,1806 dude
monseñor 1806,Monsignor 1806
enfadar 1806,enrage 1806
barriles 1805,1805 barrels
francesca 1805,francesca 1805
machos 1805,male 1805
composición 1804,1804 composition
interesaba 1804,1804 interested
genios 1804,geniuses 1804
detectado 1804,detected 1804
perderla 1803,losing 1803
latido 1803,beat 1803
necesitemos 1803,we need 1803
dilema 1803,dilemma 1803
escucharla 1803,listen 1803
bye 1803,bye 1803
íntimos 1803,intimate 1803
ocurriría 1802,1802 happen
edie 1802,edie 1802
obtuviste 1802,you got 1802
acostar 1802,1802 bed
colgó 1801,hung 1801
lograremos 1801,We achieve 1801
side 1801,1801 side
librarse 1801,1801 escape
espiar 1800,spy 1800
arruines 1800,ruin 1800
vagabundos 1800,vagrants 1800
magnus 1799,magnus 1799
encontre 1799,I found 1799
tasha 1799,tasha 1799
terminara 1799,end 1799
menoyos 1798,menoyos 1798
gustarle 1798,to like 1798
controlan 1798,1798 control
alarmas 1798,alarms 1798
propone 1798,proposes 1798
talentoso 1798,talented 1798
aguante 1797,Stamina 1797
vena 1797,vena 1797
revelado 1797,1797 revealed
paranoia 1797,paranoia 1797
recordando 1797,Recalling 1797
manuscrito 1796,1796 manuscript
dinosaurio 1796,dinosaur 1796
yard 1796,1796 yard
agresiva 1796,aggressive 1796
omega 1795,omega 1795
viajeros 1795,travelers 1795
flint 1795,1795 Flint
avances 1795,1795 progress
adictos 1795,1795 addicts
springs 1795,1795 springs
yeo 1794,yeo 1794
victimas 1794,1794 victims
aumentando 1794,increasing 1794
anotar 1793,1793 record
comodidad 1793,1793 comfort
publico 1793,1793 published
averigüe 1793,Find 1793
eje 1793,axis 1793
transferido 1792,1792 transferred
enviarlo 1792,send 1792
conflictos 1792,1792 conflict
dolorosa 1792,painful 1792
aigoo 1792,aigoo 1792
willis 1792,1792 willis
murdoch 1792,murdoch 1792
truman 1792,truman 1792
pistolero 1791,gunman 1791
estropear 1791,mar 1791
juliet 1791,juliet 1791
cary 1791,1791 cary
dispositivos 1791,1791 devices
cm 1791,1791 cm
compadre 1791,compadre 1791
alejados 1790,1790 away
toros 1790,bulls 1790
enterrados 1790,buried 1790
encontrando 1789,finding 1789
insistir 1789,insist 1789
rompimos 1789,1789 broke
legión 1789,legion 1789
adivino 1789,soothsayer 1789
dwayne 1789,dwayne 1789
solicitado 1789,1789 requested
vivienda 1788,1788 housing
limitada 1788,limited 1788
encargó 1788,commissioned 1788
volador 1788,1788 flying
celebramos 1788,we celebrate 1788
austria 1788,Austria 1788
sellado 1787,sealing 1787
visitado 1787,1787 visited
físicos 1787,physical 1787
entendimiento 1787,understanding 1787
nico 1787,nico 1787
interrupción 1787,interruption 1787
represento 1786,1786 represent
credibilidad 1786,credibility 1786
cereal 1786,1786 cereal
convencerlo 1786,convince 1786
despedirse 1786,goodbye 1786
preliminar 1786,preliminary 1786
detonador 1786,detonator 1786
puntuación 1786,1786 score
víspera 1786,eve 1786
explicas 1786,explain 1786
peniques 1785,1785 pence
divertimos 1785,1785 fun
amnesia 1785,amnesia 1785
daros 1785,give 1785
mabel 1785,mabel 1785
labio 1785,1785 lip
alejar 1785,Zoom 1785
lujuria 1784,lust 1784
lancha 1783,1783 boat
construimos 1783,we build 1783
umm 1783,umm 1783
ano 1783,1783
sensibles 1782,sensitive 1782
vice 1782,1782 vice
mezclado 1782,mixed 1782
escuchará 1782,you will hear 1782
fundador 1782,founder 1782
contribución 1782,1782 contribution
desafíos 1782,1782 challenges
agricultura 1782,1782 agriculture
terco 1782,headstrong 1782
dimensiones 1781,dimensions 1781
paramédicos 1781,paramedics 1781
romana 1781,Roman 1781
mozart 1780,mozart 1780
funcionara 1780,1780 work
recuperando 1780,recovering 1780
multas 1780,1780 fines
luchadores 1780,1780 fighters
tarifa 1779,1779 rate
parroquia 1779,1779 parish
sapo 1779,toad 1779
reich 1779,reich 1779
perderse 1779,lost 1779
unen 1779,1779 together
trompeta 1779,trumpet 1779
granadas 1779,grenades 1779
atrapen 1779,1779 catch
asistentes 1779,attendees 1779
enemiga 1779,1779 enemy
transportar 1778,transporting 1778
pararlo 1778,stop 1778
americanas 1778,American 1778
culpas 1778,guilts 1778
dejalo 1778,dejalo 1778
sinclair 1778,sinclair 1778
rod 1777,Rod 1777
fueses 1777,1777 you were
donar 1777,donate 1777
patterson 1777,patterson 1777
sueltes 1776,let go 1776
puentes 1776,1776 bridges
incluir 1776,include 1776
extremos 1776,1776 ends
juzgando 1776,judging 1776
stanford 1776,stanford 1776
amaré 1776,I love 1776
avisó 1776,1776 warned
sherry 1775,Sherry 1775
muéstrale 1775,1775 show him
villanos 1775,1775 villains
confunde 1775,confuses 1775
electrónicos 1775,electronic 1775
rodean 1775,around 1775
cerraron 1774,They closed 1774
canceló 1774,1774 canceled
abrazos 1774,hugs 1774
republicanos 1774,Republicans 1774
actúan 1774,they act 1774
recuérdame 1774,Remember 1774
zanahorias 1774,1774 carrots
creciente 1774,increasing 1774
golpeo 1773,beating 1773
adoptado 1773,1773 adopted
shows 1773,1773 shows
diviértanse 1773,have fun 1773
aplicar 1773,1773 apply
silas 1773,silas 1773
automáticamente 1773,automatically 1773
guardaba 1772,1772 kept
permitirse 1772,She affords 1772
renunciado 1771,1771 resigned
cassidy 1771,cassidy 1771
búfalo 1771,buffalo 1771
evitado 1771,1771 avoided
vistes 1770,dress 1770
satélites 1770,1770 satellites
mandaste 1770,commanded 1770
vengar 1769,avenge 1769
horca 1769,1769 gallows
narrador 1769,narrator 1769
barrios 1769,barrios 1769
sunny 1769,Sunny 1769
comerme 1769,1769 eat
guardan 1769,keep 1769
porsche 1769,porsche 1769
intacto 1769,1769 intact
convencí 1769,I convinced 1769
pierdan 1768,lost 1768
pego 1768,Pego 1768
preservar 1768,preserve 1768
suben 1768,up 1768
sa 1768,sa 1768
occidente 1768,West 1768
traeremos 1768,bring 1768
recordad 1768,Remember 1768
desaparecerá 1767,1767 disappear
choca 1767,1767 hits
malone 1767,malone 1767
trance 1767,trance 1767
llamemos 1767,call 1767
acordar 1767,agree 1767
éxitos 1766,1766 hits
casarás 1766,you marry 1766
armadas 1766,1766 armed
col 1766,al 1766
acompañarnos 1766,join 1766
recipiente 1766,container 1766
sergei 1765,sergei 1765
negación 1765,1765 denial
entretenido 1765,entertaining 1765
ganarte 1765,1765 win
adorables 1765,adorable 1765
tigres 1764,1764 tigers
silbato 1764,whistle 1764
sorda 1764,1764 deaf
miriam 1764,miriam 1764
admitió 1763,admitted 1763
plátano 1763,1763 banana
sinceros 1763,1763 sincere
míralos 1762,Look at 1762
dependiendo 1762,depending 1762
pitido 1762,beep 1762
instructor 1762,1762 instructor
deciden 1762,decide 1762
irlandeses 1762,Irish 1762
jude 1762,jude 1762
cursi 1761,cheesy 1761
cereza 1761,cherry 1761
knox 1760,knox 1760
confió 1760,entrusted 1760
cometas 1760,comets 1760
cogieron 1760,They took 1760
liza 1760,liza 1760
astronautas 1759,astronauts 1759
inversores 1759,1759 investors
prioridades 1759,1759 priorities
titulares 1758,1758 headlines
priya 1758,priya 1758
pratt 1758,pratt 1758
ayudame 1757,Help me 1757
conseguirle 1757,get 1757
esperándome 1757,1757 waiting
bronx 1756,bronx 1756
hi 1756,hi 1756
ventilador 1756,fan 1756
observado 1756,1756 observed
pintando 1756,1756 painting
ofensivo 1756,1756 offensive
engañas 1756,delude 1756
paolo 1755,paolo 1755
falsificación 1755,1755 counterfeiting
olvidarme 1755,forget 1755
conserva 1755,preserves 1755
silenciosa 1754,silent 1754
acuesta 1754,1754 lies
armamento 1754,1754 weapons
terminaremos 1754,1754 finish
vídeos 1754,1754 videos
veréis 1754,1754 will see
empujando 1754,pushing 1754
benton 1754,1754 benton
chin 1754,chin 1754
destinados 1754,for 1754
chelines 1753,shillings 1753
guardé 1753,I kept 1753
butler 1753,butler 1753
futbol 1753,Football 1753
libreta 1753,1753 book
probaré 1753,I try 1753
sanguíneo 1752,blood 1752
látigo 1752,whip 1752
admisión 1752,admission 1752
póker 1752,poker 1752
state 1752,1752 state
subtitulado 1751,subtitling 1751
caminaba 1751,He is walking 1751
europea 1750,European 1750
bajes 1750,descend 1750
tiran 1750,throw 1750
elegimos 1749,we chose 1749
cariñoso 1749,1749 affectionate
húmeda 1749,wet 1749
asuste 1749,frightens 1749
bloques 1749,1749 block
fluye 1748,flows 1748
madrina 1748,godmother 1748
aproxima 1748,1748 approaches
fabricar 1748,manufacturing 1748
clavado 1748,nailed 1748
comerte 1748,1748 eat
tiende 1748,1748 tends
dejare 1747,1747 fails
bender 1747,1747 bender
invitaciones 1747,invitations 1747
doctorado 1747,1747 Ph.D.
pureza 1747,purity 1747
pasarle 1747,pass 1747
entrante 1747,incoming 1747
gasta 1747,spends 1747
despiertas 1746,1746 awake
quitaste 1746,You took 1746
jacuzzi 1745,jacuzzi 1745
perdonas 1745,1745 forgive
recuperará 1745,1745 will recover
agudo 1745,acute 1745
parecidos 1745,similar 1745
longitud 1745,length 1745
pórtate 1744,pórtate 1744
corrido 1744,corrido 1744
sabroso 1744,tasty 1744
tómese 1744,Take 1744
encerró 1743,He locked 1743
continuamos 1743,1743 continue
tailandia 1743,Thailand 1743
aprieto 1743,1743 bind
hablarles 1742,speak 1742
oklahoma 1742,oklahoma 1742
olvidan 1742,forget 1742
aprovecha 1742,1742 advantage
connecticut 1742,connecticut 1742
eficaz 1742,effective 1742
